2015, 671660 - FANTASTIC-5G - FLEXIBLE AIR INTERFACE FOR SCALABLE SERVICE DELIVERY  WITHIN WIRELESS COMMUNICATION NETWORKS OF THE 5TH GENERATION, 'FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV*FHG', Germany, 464110.00
2015, 671660 - FANTASTIC-5G - FLEXIBLE AIR INTERFACE FOR SCALABLE SERVICE DELIVERY  WITHIN WIRELESS COMMUNICATION NETWORKS OF THE 5TH GENERATION, 'INTEL DEUTSCHLAND GMBH', Germany, 585242.50
2015, 671660 - FANTASTIC-5G - FLEXIBLE AIR INTERFACE FOR SCALABLE SERVICE DELIVERY  WITHIN WIRELESS COMMUNICATION NETWORKS OF THE 5TH GENERATION, 'ORANGE SA*', France, 653012.50
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'ASSOCIAZIONE CREATE-NET (CENTER FOR RESEARCH AND TELECOMMUNICATION EXPERIMENTATION FOR NETWORKED COMMUNITIES)*', Italy, 161250.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'NEC EUROPE LTD*', United Kingdom, 933300.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'ORANGE SA*', France, 243307.50
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'UNIVERSIDAD CARLOS III DE MADRID*', Spain, 939187.50
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'POLITECNICO DI TORINO*', Italy, 161812.50
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'E-BLINK', France, 257500.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV*FHG', Germany, 627000.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'ATOS SPAIN SA*', Spain, 383750.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'ERICSSON AB*EAB', Sweden, 530640.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'NEXTWORKS SRL*', Italy, 421875.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'TELEFONICA INVESTIGACION Y DESARROLLO SA*', Spain, 319471.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'CENTRE TECNOLOGIC DE TELECOMUNICACIONS DE CATALUNYA*', Spain, 367222.50
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'VISIONA INGENIERIA DE PROYECTOS SL*', Spain, 307830.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'INDUSTRIAL TECHNOLOGY RESEARCH INSTTITUTE INCORPORATED ASSOCIATION*ITRI', Taiwan, 0.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'INTERDIGITAL EUROPE LTD*', United Kingdom, 301875.00
